time,nHe2,vHe2,vthHe2,vC5,vthC5,vO6,vthO6,vFe10,vthFe10,HetoO,CtoO,FetoO
2006-09-15 20:21:04,0.061524,336.16,8.682,335.4,11.196,334.48,7.2422,331.62,0.0,57.724,0.58606,0.049293
2006-09-16 00:21:10,0.067181,325.28,8.6465,324.56,5.6601,324.14,7.3079,319.92,0.0,68.398,0.82487,0.17102
2006-09-16 02:21:13,0.08349,318.33,6.1133,317.26,4.3634,314.58,7.6654,313.49,5.583,111.82,0.81846,0.2452
2006-09-16 04:21:16,0.097327,317.94,6.2936,315.74,9.2305,315.19,6.7501,313.29,6.8535,111.95,0.8124,0.21268
2006-09-16 06:21:18,0.068219,324.07,7.9338,319.47,10.42,321.83,8.7011,319.2,2.7705,68.335,0.64304,0.17334
2006-09-16 08:21:21,0.0592,339.39,12.865,339.13,11.422,340.88,10.789,334.84,15.298,43.043,0.51767,0.083415
2006-09-16 10:21:25,0.092225,344.05,11.263,342.7,8.2696,344.53,8.1773,339.27,5.8456,57.81,0.70581,0.076756
2006-09-16 12:21:27,0.063428,328.78,13.706,328.42,10.159,325.8,8.7703,323.15,5.2279,45.548,0.69751,0.10382
2006-09-16 14:21:29,0.074861,327.13,16.502,324.5,14.846,325.14,13.588,321.18,17.261,48.316,0.61961,0.13522
2006-09-16 18:21:36,0.019544,346.66,33.799,352.2,29.972,352.44,25.28,354.04,14.297,46.814,0.73367,0.15413
2006-09-16 20:21:39,0.021504,362.23,29.411,362.64,31.838,362.21,26.776,357.82,22.684,47.177,0.70106,0.24171
2006-09-16 22:21:42,0.052061,360.31,28.925,357.91,31.738,359.72,28.517,358.68,22.307,40.561,0.62442,0.1798
2006-09-17 00:21:43,0.031328,374.53,37.322,363.38,43.658,369.64,34.679,371.14,25.416,52.721,0.81893,0.1343
2006-09-17 02:21:46,0.031166,376.41,39.439,375.71,47.702,375.96,37.034,370.7,32.736,55.396,0.87015,0.13204
2006-09-17 06:21:53,0.052187,417.32,42.484,422.75,44.717,415.03,42.154,402.84,33.623,59.852,0.67684,0.11633
2006-09-17 08:21:55,0.098937,417.77,41.107,420.4,41.968,419.29,39.32,410.7,35.666,67.148,0.63285,0.12153
2006-09-17 10:21:57,0.10659,418.64,39.087,420.27,42.005,416.12,41.606,407.37,40.153,62.202,0.65864,0.1289
2006-09-17 12:22:01,0.14927,402.03,32.147,397.46,31.841,399.0,32.893,395.7,18.314,56.034,0.65803,0.13781
2006-09-17 14:22:04,0.23362,390.49,35.195,389.23,35.011,389.4,36.27,387.8,31.999,68.396,0.65723,0.13079
2006-09-17 16:22:07,0.20648,424.99,36.642,429.55,40.064,426.55,39.49,422.78,27.192,79.967,0.59532,0.11565
2006-09-17 18:22:09,0.29009,460.64,42.95,465.26,43.582,460.46,44.403,449.01,41.059,86.779,0.62003,0.13183
2006-09-17 20:22:12,0.47342,490.37,41.873,492.02,47.311,488.69,44.362,478.34,36.99,85.209,0.56911,0.14251
2006-09-17 22:22:15,0.35846,497.67,40.063,498.07,42.836,498.34,42.221,494.22,36.562,88.647,0.63839,0.12443
2006-09-18 00:22:18,0.26078,511.85,39.162,518.51,42.188,514.32,40.994,506.34,33.428,86.231,0.62482,0.11055
2006-09-18 02:22:20,0.22519,525.45,43.117,530.37,44.771,529.12,44.707,533.76,39.021,78.028,0.59851,0.099489
2006-09-18 04:22:23,0.18877,538.02,42.734,542.51,46.173,538.91,43.701,537.59,36.774,74.778,0.54472,0.088818
2006-09-18 06:22:26,0.19576,557.44,49.352,560.51,54.186,557.85,49.749,552.73,44.212,82.825,0.62853,0.089489
2006-09-18 08:22:29,0.2329,576.5,48.852,572.9,52.054,573.24,49.345,568.82,47.121,82.074,0.65529,0.10439
2006-09-18 10:22:31,0.20695,592.64,50.496,596.84,53.932,590.75,51.417,584.6,45.053,81.806,0.63047,0.11197
2006-09-18 12:22:34,0.17201,612.58,52.03,623.11,51.045,615.22,48.92,613.55,33.721,92.736,0.64947,0.10455
2006-09-18 14:22:37,0.14853,623.19,50.795,628.39,55.193,622.99,50.881,616.02,39.89,89.631,0.69907,0.080911
2006-09-18 16:22:41,0.15734,649.17,50.719,653.51,49.757,645.7,49.795,650.4,37.731,80.325,0.70701,0.090901
2006-09-18 18:22:43,0.17635,643.63,52.272,643.63,53.04,641.92,49.533,642.1,41.97,76.775,0.68743,0.099653
2006-09-18 20:22:45,0.17542,638.41,49.328,643.98,50.983,637.15,49.027,638.57,38.114,79.468,0.68217,0.09946
2006-09-18 22:22:48,0.15478,638.73,48.408,641.65,50.175,639.45,47.147,637.11,42.619,73.471,0.67439,0.10298
2006-09-19 00:22:52,0.13984,638.49,44.681,644.06,44.829,638.95,42.498,644.8,25.719,72.927,0.65753,0.10416
2006-09-19 02:22:55,0.12953,632.12,43.799,633.25,45.718,630.25,42.123,623.84,37.655,71.172,0.66455,0.09365
2006-09-19 04:22:56,0.11614,622.53,41.149,621.45,42.46,621.99,38.745,622.89,28.182,76.717,0.69292,0.11177
2006-09-19 06:22:59,0.10746,609.43,42.79,611.64,47.374,608.42,42.286,610.78,25.901,79.736,0.66261,0.087121
2006-09-19 08:23:02,0.07446,604.99,46.778,610.34,52.482,603.91,45.456,591.18,35.372,91.33,0.70436,0.063423
2006-09-19 10:23:06,0.045454,581.52,47.137,589.45,48.3,583.94,47.506,579.97,40.095,88.164,0.65067,0.096413
2006-09-19 12:23:09,0.057378,548.6,40.809,553.35,38.807,549.41,43.643,577.9,43.093,84.796,0.57228,0.072112
2006-09-19 14:23:10,0.050596,522.15,35.802,530.59,39.448,526.95,36.852,537.02,31.574,84.514,0.59942,0.081861
2006-09-19 16:23:13,0.074159,500.11,34.376,505.06,40.979,501.92,36.8,506.93,39.857,104.91,0.74244,0.1046
2006-09-19 18:23:17,0.07603,497.86,35.609,509.16,40.975,502.03,37.212,483.98,37.693,81.016,0.61241,0.12898
2006-09-19 20:23:20,0.061977,493.25,35.66,498.35,40.542,493.81,35.342,492.59,41.608,78.549,0.56325,0.13623
2006-09-19 22:23:23,0.060577,485.53,31.53,490.38,36.302,485.45,34.28,510.56,35.575,77.944,0.58693,0.12241
2006-09-20 02:23:28,0.062315,468.71,29.303,470.66,32.563,468.95,30.472,454.31,28.199,70.277,0.50717,0.13371
2006-09-20 04:23:32,0.048272,459.12,28.797,457.74,39.703,460.02,27.814,432.12,26.825,79.209,0.68956,0.19959
2006-09-20 06:23:35,0.04548,454.53,29.066,468.34,32.503,455.18,30.335,444.61,16.936,80.105,0.51262,0.16573
2006-09-20 08:23:38,0.029318,441.42,28.347,446.2,28.265,441.27,26.857,418.85,20.94,85.047,0.50348,0.13565
2006-09-20 10:23:39,0.02997,421.91,26.887,418.88,28.797,426.16,27.526,409.75,24.833,102.21,0.55112,0.26498
2006-09-20 12:23:43,0.064889,400.63,19.113,403.09,23.321,397.93,22.38,383.13,17.497,99.577,0.42348,0.13511
2006-09-20 14:23:46,0.071567,388.77,20.284,390.31,24.785,389.69,23.17,382.81,12.532,116.95,0.61165,0.19374
2006-09-20 16:23:49,0.082338,377.27,20.231,371.86,18.796,372.88,22.227,369.62,17.109,100.97,0.66718,0.159
2006-09-20 18:23:51,0.08026,373.02,18.802,372.22,20.753,370.69,16.682,362.9,15.849,99.679,0.60198,0.17428
2006-09-20 20:23:54,0.058492,366.32,17.6,365.5,22.331,362.32,18.523,365.47,11.161,93.694,0.59864,0.1977
2006-09-20 22:23:57,0.073617,357.86,15.821,355.21,16.75,356.01,15.597,352.51,7.8896,109.36,0.83653,0.14088
2006-09-21 00:24:01,0.080251,355.85,14.594,352.39,19.687,352.44,11.561,344.4,14.802,100.72,0.70843,0.23452
2006-09-21 02:24:04,0.056316,352.26,14.029,352.79,18.487,348.85,9.2207,343.92,4.5307,62.141,0.53015,0.27376
2006-09-21 04:24:06,0.055047,350.85,11.088,350.48,7.6841,347.82,9.1305,345.74,9.2691,53.493,0.52814,0.26623
2006-09-21 06:24:08,0.046084,344.02,10.9,343.49,11.283,345.65,8.6994,342.43,3.7608,53.657,0.50574,0.29281
2006-09-21 08:24:12,0.046846,340.06,11.052,341.46,9.1664,338.71,11.067,337.34,6.0504,91.409,0.73629,0.30348
2006-09-21 10:24:15,0.056118,331.4,9.7935,331.75,9.6436,331.98,9.3219,323.3,9.7674,77.235,0.53298,0.27164
2006-09-21 12:24:17,0.052341,325.76,9.4825,324.54,7.3846,323.74,8.2068,323.69,11.084,63.179,0.55962,0.17736
2006-09-21 14:24:20,0.04731,322.39,8.9114,318.89,8.82,322.45,8.7948,317.94,4.2943,68.94,0.53954,0.16455
2006-09-21 16:24:23,0.046847,321.44,8.8887,318.13,6.8269,321.56,8.7851,318.74,3.4549,60.259,0.53765,0.31897
2006-09-21 18:24:27,0.048214,319.82,10.241,319.56,16.145,318.5,11.594,313.76,5.6149,87.931,0.89319,0.29384
2006-09-21 20:24:30,0.039702,318.17,10.099,320.31,14.567,315.86,10.988,316.23,9.0965,97.722,0.79762,0.38325
2006-09-21 22:24:33,0.042894,321.7,9.4509,318.03,15.911,320.21,9.0538,319.87,5.7899,69.93,0.71809,0.28817
2006-09-22 00:24:34,0.044984,318.15,7.6079,319.33,7.6811,315.7,6.4602,313.83,5.6216,66.677,0.67364,0.31457
2006-09-22 02:24:38,0.043978,312.34,8.8539,312.18,10.86,310.88,8.1722,307.85,2.8266,47.41,0.6737,0.18197
2006-09-22 04:24:41,0.048771,314.55,6.6988,315.59,8.5411,312.07,4.1657,307.41,3.4541,49.621,0.54852,0.1362
2006-09-22 06:24:44,0.053133,315.43,6.1782,313.14,7.9517,312.08,3.718,310.63,4.2957,43.676,0.54338,0.21368
2006-09-22 08:24:46,0.045959,314.96,10.887,312.59,11.034,311.73,8.1033,306.91,3.9792,52.455,0.62551,0.16082
2006-09-22 10:24:49,0.052263,314.33,10.272,312.25,8.5822,311.9,6.5435,305.42,8.4668,53.339,0.53617,0.1413
2006-09-22 12:24:52,0.05969,314.89,8.3041,313.97,11.985,312.45,4.3879,308.64,0.0,58.008,0.55332,0.15201
2006-09-22 14:24:56,0.067887,311.57,7.8998,310.49,6.3012,310.81,5.3123,307.73,3.0128,44.083,0.45634,0.24481
2006-09-22 16:24:57,0.067089,310.85,7.8762,307.95,3.9769,310.43,6.221,308.64,0.0,41.947,0.35368,0.11758
2006-09-22 18:25:00,0.056212,308.74,7.2064,306.57,6.837,305.04,6.1363,301.88,15.525,50.345,0.48417,0.13895
2006-09-22 22:25:07,0.05094,304.57,7.2149,303.03,4.9585,301.78,5.5548,295.95,7.1836,50.775,0.62721,0.13881
2006-09-23 00:25:10,0.025449,306.56,10.366,303.47,8.5487,303.02,8.0252,302.46,7.1202,33.19,0.46226,0.19912
2006-09-23 02:25:12,0.027498,304.85,9.9394,302.02,11.414,302.31,5.8729,298.9,3.3341,31.185,0.53585,0.19133
2006-09-23 04:25:15,0.021857,301.15,8.2515,300.0,5.325,299.52,4.0307,294.33,9.6156,31.475,0.59296,0.18245
2006-09-23 08:25:21,0.03814,316.93,7.6339,316.05,8.1309,314.38,5.454,312.2,5.2408,46.274,0.77306,0.23447
2006-09-23 10:25:24,0.085154,327.95,10.349,326.69,7.4459,325.35,7.1741,322.18,6.4065,47.428,0.63467,0.31345
2006-09-23 12:25:26,0.13751,337.69,13.733,334.7,9.4034,334.45,8.2364,331.93,8.7076,51.542,0.52134,0.31541
2006-09-23 14:25:29,0.16743,351.49,15.353,348.47,12.833,348.52,10.699,344.32,11.555,40.283,0.56486,0.31466
2006-09-23 16:25:33,0.34568,384.63,35.122,372.46,31.459,369.38,28.696,361.26,25.467,56.742,0.43514,0.18725
2006-09-23 18:25:36,0.84315,424.28,42.891,421.9,37.0,416.57,33.225,403.04,30.278,71.834,0.53949,0.13094
2006-09-23 20:25:39,0.92706,416.94,42.362,416.63,33.602,412.17,31.529,400.35,33.534,76.206,0.56432,0.16904
2006-09-23 22:25:41,0.98273,409.03,38.053,402.15,37.115,401.96,34.244,392.16,29.797,84.105,0.45344,0.43007
2006-09-24 00:25:43,1.0236,421.1,40.538,415.02,39.266,410.05,30.916,394.77,25.818,58.234,0.40091,0.44376
2006-09-24 02:25:47,1.1526,501.14,64.187,497.64,62.106,495.47,63.52,488.76,65.225,109.62,0.68858,0.10226
2006-09-24 04:25:50,0.64426,546.15,64.382,552.93,65.204,542.43,67.466,533.35,76.463,98.653,0.71404,0.086513
2006-09-24 06:25:52,0.11701,670.01,49.509,674.98,49.63,669.76,45.234,664.71,37.727,77.855,0.64707,0.12092
2006-09-24 08:25:55,0.12845,666.7,47.745,669.4,48.777,665.62,40.934,668.74,37.839,81.133,0.70529,0.12424
2006-09-24 10:25:58,0.11851,663.27,49.984,668.0,48.361,664.84,43.962,656.05,38.798,83.765,0.70516,0.12119
2006-09-24 12:26:02,0.098392,659.15,46.464,664.51,49.931,657.01,39.766,662.81,36.303,79.358,0.66986,0.10434
2006-09-24 14:26:05,0.093061,649.97,45.948,654.09,44.787,647.45,40.494,640.73,47.387,92.539,0.68106,0.10407
2006-09-24 16:26:06,0.097795,648.29,48.475,648.75,50.018,646.05,43.915,647.66,31.272,85.629,0.66682,0.11732
2006-09-24 18:26:09,0.10945,653.9,52.652,655.23,54.694,652.81,47.673,664.65,32.704,89.339,0.74726,0.15775
2006-09-24 20:26:13,0.1238,666.26,52.67,669.95,56.792,663.7,49.509,677.77,35.052,81.325,0.67619,0.19515
2006-09-24 22:26:16,0.10196,659.51,52.2,661.51,53.606,657.81,46.072,652.31,40.88,81.4,0.69647,0.2335
2006-09-25 00:26:19,0.074575,662.62,50.755,670.09,49.209,661.37,45.157,663.78,34.069,80.741,0.73858,0.21263
2006-09-25 02:26:21,0.097167,640.02,48.444,645.54,48.063,637.2,46.616,628.05,34.687,79.756,0.78286,0.1734
2006-09-25 04:26:24,0.093077,621.03,43.277,621.62,46.453,617.13,41.536,619.48,40.972,85.857,0.73326,0.15282
2006-09-25 06:26:27,0.086121,630.06,44.989,633.24,48.198,627.34,43.267,624.04,38.745,79.753,0.62359,0.14502
2006-09-25 08:26:30,0.066408,643.72,44.951,655.57,47.991,645.53,43.445,642.76,31.479,82.882,0.73855,0.11679
2006-09-25 10:26:32,0.060625,629.6,44.037,640.74,44.263,636.13,39.704,652.93,32.582,85.917,0.72794,0.095023
2006-09-25 12:26:35,0.053556,610.79,41.816,617.21,46.926,615.56,39.512,609.12,49.081,90.379,0.65628,0.13421
2006-09-25 14:26:38,0.059541,580.92,36.49,579.17,38.834,577.54,34.858,594.21,35.932,91.876,0.78791,0.10753
2006-09-25 16:26:42,0.091123,548.34,34.341,546.24,36.611,544.47,35.855,555.97,42.575,92.746,0.69702,0.09353
2006-09-25 18:26:45,0.09751,535.04,29.244,539.45,32.058,530.84,28.996,529.03,38.624,97.039,0.7265,0.093788
2006-09-25 20:26:46,0.10042,527.23,28.685,528.16,32.151,522.46,27.746,529.65,22.453,95.961,0.63406,0.10007
2006-09-25 22:26:49,0.10567,525.05,30.844,520.58,36.533,520.6,30.826,512.51,37.847,103.1,0.65499,0.095367
2006-09-26 00:26:53,0.12244,523.2,35.769,527.1,39.047,523.73,35.183,532.4,25.539,93.837,0.73104,0.16129
2006-09-26 02:26:56,0.13333,526.0,35.368,527.66,36.292,525.98,35.061,528.94,31.704,85.756,0.67819,0.151
2006-09-26 04:26:59,0.11044,532.1,35.246,530.07,35.513,530.79,34.464,523.98,33.829,89.17,0.67391,0.15807
2006-09-26 06:27:01,0.10695,530.74,34.904,528.5,35.822,530.57,33.486,529.1,19.937,101.97,0.72816,0.18694
2006-09-26 08:27:04,0.10409,535.5,35.344,536.31,37.021,533.82,32.721,520.62,30.246,90.247,0.74428,0.15639
2006-09-26 10:27:07,0.11634,531.93,34.128,535.26,33.766,529.98,32.837,522.04,35.972,84.91,0.62903,0.14075
2006-09-26 12:27:10,0.12526,530.85,32.509,533.54,37.462,528.77,34.766,527.3,25.407,98.037,0.69121,0.11445
2006-09-26 14:27:12,0.13503,522.34,36.527,525.34,39.95,522.69,34.421,514.43,30.883,94.838,0.66994,0.11326
2006-09-26 16:27:15,0.15244,519.4,37.133,521.3,39.882,518.86,36.947,514.51,30.009,91.31,0.63924,0.12049
2006-09-26 18:27:19,0.12865,512.53,36.413,509.48,43.421,514.08,36.584,507.35,30.835,109.54,0.76596,0.10605
2006-09-26 20:27:22,0.10095,505.93,34.013,509.1,39.864,501.86,36.009,493.17,36.898,99.786,0.73495,0.074243
2006-09-26 22:27:23,0.10825,501.45,29.384,506.49,34.184,504.79,31.616,493.52,21.806,91.125,0.59469,0.096
2006-09-27 00:27:26,0.1134,493.03,27.76,497.52,29.575,496.59,29.788,502.79,23.056,91.772,0.64763,0.098212
2006-09-27 02:27:29,0.10847,481.77,26.854,480.49,33.302,484.33,31.299,476.93,20.471,91.108,0.55246,0.11552
2006-09-27 04:27:33,0.10308,467.65,25.137,469.5,28.54,469.17,30.78,457.18,17.891,115.73,0.63656,0.12915
2006-09-27 06:27:36,0.10403,453.42,23.319,457.27,28.878,450.94,25.82,434.34,22.179,120.85,0.64314,0.08518
2006-09-27 08:27:38,0.1022,447.05,22.218,449.31,27.126,443.68,28.209,434.53,13.771,122.13,0.6432,0.08207
2006-09-27 10:27:41,0.10201,440.67,23.677,439.99,28.787,442.05,27.831,434.97,23.887,121.8,0.66224,0.096761
2006-09-27 12:27:44,0.079608,434.54,25.858,449.82,29.39,438.78,32.061,435.08,31.403,122.62,0.54734,0.12252
2006-09-27 14:27:47,0.083018,428.34,24.24,429.27,26.492,433.86,28.257,425.08,16.819,111.41,0.52242,0.15453
2006-09-27 16:27:50,0.082671,419.45,24.653,422.81,30.055,424.21,29.943,412.7,25.19,122.98,0.64457,0.096316
2006-09-27 18:27:52,0.083472,413.87,24.666,418.75,28.509,417.58,27.567,406.92,15.18,122.4,0.61994,0.12381
2006-09-27 20:27:55,0.088865,408.85,23.896,409.67,24.522,409.97,28.849,399.83,26.563,111.18,0.54791,0.13729
2006-09-27 22:27:59,0.11902,404.29,16.46,404.46,16.33,404.17,18.15,392.39,24.213,124.9,0.63113,0.15852
2006-09-28 00:28:01,0.11858,399.13,13.902,398.81,14.934,397.6,15.123,393.69,16.209,120.71,0.66514,0.18936
2006-09-28 02:28:03,0.1332,391.3,18.496,389.96,24.256,391.87,19.66,384.78,14.154,110.37,0.6109,0.1916
2006-09-28 04:28:06,0.1474,389.76,18.732,388.21,18.672,387.7,21.145,386.41,17.326,113.07,0.69578,0.15354
2006-09-28 06:28:09,0.14817,390.62,16.556,387.65,19.303,388.38,17.165,388.62,14.749,118.91,0.69498,0.20977
2006-09-28 08:28:13,0.13559,382.84,19.304,379.69,21.25,384.59,18.713,383.44,20.0,124.74,0.58372,0.20563
2006-09-28 10:28:16,0.18585,386.33,22.268,386.95,25.13,387.3,20.951,384.79,20.226,139.14,0.65644,0.22108
2006-09-28 12:28:18,0.18743,366.79,15.591,365.61,17.036,367.39,16.744,372.34,23.049,135.37,0.72287,0.17357
2006-09-28 14:28:20,0.20072,362.84,13.037,361.96,10.987,363.8,12.058,365.78,13.997,113.5,0.56771,0.1818
2006-09-28 16:28:24,0.19255,374.56,14.452,368.61,11.788,372.09,10.639,368.09,11.878,67.331,0.4025,0.2127
2006-09-28 18:28:27,0.17943,349.04,14.979,350.01,13.03,351.21,12.772,348.87,12.601,69.671,0.3884,0.1794
2006-09-28 20:28:30,0.13339,337.2,12.914,338.1,10.983,336.97,11.51,336.05,13.167,54.519,0.37008,0.18802
2006-09-28 22:28:32,0.16384,332.22,10.515,331.28,6.3245,332.25,7.2545,330.5,9.0581,42.237,0.32962,0.13663
2006-09-29 00:28:35,0.18529,323.41,9.2242,319.55,9.151,320.54,6.7846,316.2,7.1353,55.364,0.39865,0.12493
2006-09-29 02:28:38,0.18797,313.47,7.9052,311.35,6.3443,311.07,4.8334,307.61,4.2766,49.588,0.29294,0.12005
2006-09-29 04:28:41,0.12373,304.67,7.9064,302.41,13.369,302.7,8.5512,296.51,7.8615,90.273,0.47576,0.18715
2006-09-29 06:28:43,0.084073,299.32,10.017,296.47,7.1642,298.05,5.9231,294.25,7.9655,44.049,0.30434,0.18173
2006-09-29 08:28:46,0.095325,295.88,8.6592,295.44,7.4518,295.82,5.8235,294.34,4.9202,59.567,0.33274,0.17971
2006-09-29 10:28:50,0.084885,293.51,7.8429,293.05,6.2197,291.4,5.6148,287.26,0.0,34.813,0.30476,0.099312
2006-09-29 12:28:53,0.093322,293.39,9.0865,293.31,6.8671,291.69,6.0414,289.05,4.9862,31.316,0.26656,0.12522
2006-09-29 14:28:54,0.13019,291.41,10.787,288.88,7.8098,288.94,6.818,287.25,2.9719,44.62,0.27437,0.12842
2006-09-29 16:28:57,0.2959,288.38,8.5906,288.62,7.4064,288.22,7.7936,282.94,6.0429,70.645,0.38271,0.25148
2006-09-29 18:29:00,0.23752,288.6,8.3366,286.58,6.1482,287.23,6.0895,282.99,6.0102,77.713,0.33747,0.27395
2006-09-29 20:29:04,0.20742,290.36,9.2823,289.15,5.9146,288.64,7.1969,284.9,5.6307,56.379,0.34298,0.20067
2006-09-29 22:29:07,0.12308,287.93,9.4226,287.59,4.958,288.45,5.0191,286.34,3.6492,25.189,0.32969,0.11995
2006-09-30 00:29:09,0.30104,298.63,10.764,295.12,7.2374,294.53,6.625,289.66,8.7111,44.443,0.29229,0.23634
2006-09-30 02:29:11,0.17034,340.25,36.009,344.54,39.316,343.86,35.182,331.43,36.712,106.94,0.56543,0.32687
2006-09-30 04:29:15,0.38791,380.9,29.039,379.55,27.045,380.31,27.63,375.16,24.523,97.573,0.69462,0.1524
2006-09-30 06:29:18,0.28673,390.28,25.909,388.82,24.714,390.83,22.685,388.12,23.119,56.841,0.67943,0.19982
2006-09-30 08:29:21,0.15886,427.47,29.265,428.66,27.967,425.92,24.405,416.55,19.86,39.486,0.52812,0.24912
2006-09-30 10:29:23,0.23848,405.83,30.73,401.17,28.115,400.38,23.148,394.05,17.645,49.978,0.51678,0.33349
2006-09-30 12:29:26,0.13652,397.59,25.272,394.62,20.819,391.73,20.403,390.67,26.813,34.948,0.57367,0.12064
2006-09-30 14:29:29,0.12155,374.25,14.494,373.07,12.22,372.42,9.5153,369.26,7.9494,45.569,0.71576,0.044124
2006-09-30 16:29:32,0.15697,378.01,23.247,378.16,20.136,374.92,18.269,368.53,16.897,32.194,0.49158,0.063197
2006-09-30 18:29:34,0.18903,404.0,41.407,395.84,42.381,394.01,39.482,384.79,33.55,60.074,0.62526,0.088381
2006-09-30 20:29:37,0.38124,437.57,53.802,442.54,51.146,437.83,54.451,417.92,44.662,108.39,0.69972,0.10183
2006-09-30 22:29:40,0.36734,459.08,52.659,470.02,54.152,461.5,53.658,445.11,43.461,132.31,0.67936,0.092977
2006-10-01 00:29:43,0.35436,437.1,51.524,431.28,52.333,436.2,53.473,425.04,41.73,119.73,0.65924,0.094752
2006-10-01 02:29:45,0.29678,444.34,45.191,439.54,52.468,442.83,48.361,427.03,52.012,82.914,0.64391,0.081228
2006-10-01 04:29:48,0.25846,483.76,55.325,481.07,55.899,478.73,55.159,474.57,54.619,79.734,0.60666,0.099535
2006-10-01 06:29:51,0.15904,505.31,58.615,506.6,59.569,503.24,57.543,510.55,55.186,75.378,0.58959,0.10421
2006-10-01 08:29:55,0.053132,562.75,54.673,556.84,54.986,559.28,53.927,557.65,64.072,80.696,0.61618,0.083011
2006-10-01 10:29:58,0.039388,565.36,37.388,567.41,36.825,568.54,34.062,564.32,7.8681,67.964,0.59408,0.083465
2006-10-01 12:29:59,0.04407,560.11,39.6,565.06,37.335,557.74,32.993,550.6,43.398,74.147,0.70428,0.081084
2006-10-01 14:30:02,0.073829,571.53,41.284,571.76,44.128,569.14,39.019,584.82,48.454,92.39,0.66041,0.068692
2006-10-01 16:30:06,0.088933,564.04,43.008,571.78,45.545,562.23,39.618,550.15,30.623,92.497,0.67623,0.079156
2006-10-01 18:30:09,0.059588,551.83,42.627,555.14,40.076,548.94,38.824,535.02,31.895,94.677,0.68649,0.083022
2006-10-01 20:30:12,0.04823,527.87,33.599,528.11,31.711,526.4,30.143,526.1,25.076,65.416,0.74087,0.093632
2006-10-01 22:30:13,0.060773,504.5,31.244,499.39,32.404,502.5,26.305,486.92,22.894,67.785,0.65588,0.11178
2006-10-02 00:30:16,0.078927,501.48,33.667,497.72,31.533,499.8,31.312,492.57,26.622,61.599,0.66034,0.10066
2006-10-02 02:30:20,0.076879,494.6,35.807,492.53,31.316,493.25,31.646,481.51,26.114,66.257,0.74527,0.083461
2006-10-02 04:30:23,0.072972,498.81,38.539,503.26,36.467,495.97,34.449,484.92,31.42,63.285,0.57672,0.10949
2006-10-02 06:30:25,0.053208,495.46,42.075,493.51,40.045,498.95,37.53,490.22,37.183,82.291,0.73764,0.1032
2006-10-02 08:30:28,0.036972,493.73,38.544,491.25,37.702,494.14,35.176,466.52,26.599,71.938,0.68691,0.077991
2006-10-02 10:30:31,0.042332,486.7,39.711,481.7,36.721,486.52,35.702,476.7,37.955,60.44,0.6669,0.1223
2006-10-02 12:30:34,0.051728,474.45,40.879,471.38,37.667,469.96,37.781,449.83,19.976,56.007,0.63632,0.11082
2006-10-02 14:30:36,0.040232,473.26,36.967,475.8,37.996,470.17,32.413,435.35,25.191,54.954,0.56959,0.13555
2006-10-02 16:30:39,0.045131,465.0,34.15,466.13,30.901,462.65,27.338,449.2,20.805,57.858,0.5755,0.10023
2006-10-02 22:30:50,0.050602,456.03,33.527,461.03,34.364,452.52,31.541,461.52,34.496,59.596,0.56547,0.092691
2006-10-03 00:30:53,0.049019,445.74,30.841,448.22,28.984,442.4,30.646,432.8,24.224,60.358,0.60139,0.10874
2006-10-03 02:30:55,0.052307,443.12,30.68,443.95,28.685,442.57,28.405,442.66,12.695,72.618,0.58955,0.096044
2006-10-03 04:30:59,0.074598,432.21,28.653,432.41,26.33,428.95,26.764,426.66,33.074,67.96,0.67227,0.087736
2006-10-03 06:31:02,0.085461,427.91,27.025,428.26,23.875,424.7,25.739,418.39,25.326,65.091,0.6103,0.11193
2006-10-03 08:31:05,0.074846,421.13,25.209,418.04,25.369,418.12,25.101,411.43,15.923,68.354,0.48699,0.15944
2006-10-03 10:31:09,0.070057,420.81,27.468,421.8,28.107,416.51,24.677,405.99,21.588,65.12,0.52503,0.1542
2006-10-03 12:31:13,0.047786,409.18,28.507,410.31,30.765,406.86,25.699,415.79,31.738,69.038,0.45719,0.1459
2006-10-03 14:31:16,0.054642,394.54,28.313,392.96,25.378,391.67,26.292,391.25,17.566,68.548,0.60281,0.11742
2006-10-03 16:31:18,0.077103,402.29,33.075,397.88,31.316,395.33,30.066,390.22,27.738,67.607,0.63141,0.13069
2006-10-03 18:31:21,0.077125,400.92,29.764,401.64,32.355,399.22,29.57,399.6,22.304,71.656,0.66164,0.16894
2006-10-03 20:31:25,0.04846,396.11,29.174,395.38,29.523,396.26,26.34,410.69,29.778,65.337,0.69858,0.13764
2006-10-03 22:31:28,0.028346,399.11,27.418,400.67,23.374,399.0,24.314,394.97,23.502,62.713,0.62437,0.10272
2006-10-04 02:31:35,0.028073,398.78,25.234,402.83,23.311,397.03,22.076,387.52,17.561,60.472,0.79356,0.19618
2006-10-04 06:31:41,0.019888,386.45,28.353,388.53,29.78,379.78,19.481,375.15,23.689,64.01,0.64681,0.24281
2006-10-04 08:31:44,0.020204,384.42,30.371,379.98,17.787,382.6,22.391,385.64,21.853,66.961,0.75897,0.1689
2006-10-04 10:31:48,0.021436,389.22,31.084,378.69,26.579,383.64,28.455,376.63,18.134,57.507,0.56869,0.14235
2006-10-04 12:31:51,0.026778,389.84,29.831,391.91,30.817,386.97,26.482,385.38,18.003,57.714,0.61599,0.16518
