time,nHe2,vHe2,vthHe2,vC5,vthC5,vO6,vthO6,vFe10,vthFe10,HetoO,CtoO,FetoO
2005-04-30 15:22:26,0.27455,639.19,62.791,643.77,63.981,638.8,59.004,625.59,59.101,88.061,0.71747,0.083905
2005-04-30 17:22:31,0.33553,597.32,58.457,598.73,62.747,595.05,58.255,594.85,51.14,87.492,0.63688,0.083791
2005-04-30 19:22:37,0.18808,607.83,54.265,610.96,58.569,606.0,56.137,596.64,50.572,90.123,0.66995,0.086009
2005-04-30 21:22:43,0.25634,631.15,61.945,627.13,64.907,621.89,64.143,607.13,64.842,70.731,0.63158,0.11685
2005-04-30 23:22:49,0.26925,629.98,61.645,637.16,65.623,626.07,59.393,630.66,54.457,80.785,0.66816,0.11833
2005-05-01 01:22:54,0.10214,695.71,73.839,694.08,69.647,689.17,70.149,684.98,63.611,67.916,0.60594,0.13009
2005-05-01 03:22:58,0.064923,702.8,75.855,699.78,77.629,699.79,66.502,675.06,53.498,68.591,0.65696,0.13275
2005-05-01 05:23:04,0.056132,718.43,76.225,712.98,70.99,708.13,66.862,706.14,79.609,60.366,0.67877,0.14724
2005-05-01 07:23:09,0.022713,728.95,68.22,725.8,68.148,728.75,60.374,726.98,40.446,68.834,0.61146,0.12715
2005-05-01 09:23:15,0.01944,717.2,68.291,710.94,65.251,705.15,59.415,707.77,44.979,63.225,0.58438,0.11051
2005-05-01 11:23:21,0.017375,696.37,64.123,691.69,57.62,686.2,53.364,693.47,68.817,62.402,0.70478,0.097434
2005-05-01 13:23:26,0.035664,693.76,57.508,700.01,56.828,690.15,52.274,708.82,54.628,58.01,0.54339,0.093263
2005-05-01 15:23:31,0.060878,680.1,55.823,682.32,54.061,676.5,50.11,686.21,39.174,72.468,0.60917,0.11485
2005-05-01 17:23:36,0.071942,659.97,58.192,664.22,55.755,659.75,51.596,645.65,45.567,72.264,0.65921,0.13459
2005-05-01 19:23:41,0.090204,646.56,52.915,650.72,55.298,641.57,51.071,636.24,50.871,86.079,0.66453,0.10294
2005-05-01 21:23:48,0.094037,656.84,51.205,662.55,51.716,657.56,48.058,668.96,35.185,98.369,0.75312,0.093835
2005-05-01 23:23:53,0.072291,647.26,47.99,648.85,48.868,644.48,44.908,650.66,50.785,90.896,0.63262,0.10862
2005-05-02 01:23:57,0.074653,638.79,48.381,638.41,47.521,638.98,42.827,634.4,33.891,94.001,0.72348,0.089117
2005-05-02 03:24:03,0.04941,608.83,51.711,611.47,57.286,606.7,46.78,623.68,40.33,83.631,0.61814,0.087381
2005-05-02 05:24:08,0.045451,573.94,42.989,567.6,48.126,576.13,42.432,589.46,31.416,69.915,0.63799,0.084172
2005-05-02 07:24:15,0.052464,559.06,43.303,557.14,43.127,558.34,38.257,557.25,34.751,65.976,0.62403,0.1009
2005-05-02 09:24:20,0.04364,559.25,43.766,563.25,46.466,556.93,40.692,560.48,38.482,67.64,0.62922,0.13723
2005-05-02 11:24:25,0.05088,560.86,48.736,566.21,49.727,559.77,46.749,562.72,35.492,69.353,0.67813,0.11197
2005-05-02 13:24:30,0.055779,539.7,49.83,541.36,48.625,537.5,49.001,530.05,75.558,78.976,0.65519,0.065946
2005-05-02 15:24:35,0.047391,525.0,46.703,527.62,48.816,521.83,48.308,533.23,50.503,75.679,0.66412,0.07482
2005-05-02 17:24:42,0.043239,504.28,38.516,506.26,42.178,502.7,37.065,515.63,41.164,71.599,0.73793,0.085662
2005-05-02 19:24:47,0.050911,504.48,44.715,506.01,46.601,502.59,41.85,496.22,58.855,67.804,0.59804,0.093012
2005-05-02 21:24:52,0.060106,508.27,50.063,514.43,49.345,502.49,50.401,488.83,49.24,65.915,0.61779,0.08322
2005-05-02 23:24:57,0.057917,502.44,52.313,502.08,49.381,501.77,48.864,504.82,54.049,67.119,0.58454,0.077565
2005-05-03 01:25:02,0.055929,492.8,50.233,488.16,52.289,491.42,47.081,499.08,53.127,70.181,0.63912,0.084065
2005-05-03 03:25:07,0.056177,500.91,51.848,499.78,55.209,496.07,50.865,505.32,59.044,69.533,0.57038,0.099627
2005-05-03 05:25:14,0.048906,520.13,57.839,519.23,60.882,518.84,55.468,513.93,61.363,69.471,0.62434,0.09882
2005-05-03 07:25:19,0.057781,573.72,56.408,577.31,57.852,567.52,54.197,559.13,38.967,61.566,0.54468,0.093453
2005-05-03 09:25:24,0.043317,591.13,51.746,601.07,54.886,593.11,50.156,584.48,45.015,59.428,0.61316,0.10528
2005-05-03 11:25:29,0.030046,568.03,49.848,572.75,54.42,568.29,46.392,559.31,33.288,66.394,0.62328,0.10111
2005-05-03 13:25:34,0.034195,548.5,48.393,553.46,49.701,549.53,47.164,557.91,63.536,72.582,0.67886,0.096866
2005-05-03 15:25:41,0.027356,537.85,45.877,544.78,48.918,539.04,44.449,521.33,50.568,71.303,0.61395,0.10096
2005-05-03 17:25:46,0.02039,515.72,43.63,527.26,39.677,521.51,42.312,515.84,61.924,80.945,0.61922,0.087593
2005-05-03 19:25:51,0.02037,502.53,45.226,505.49,46.489,510.43,46.647,498.5,52.692,85.877,0.57554,0.12252
2005-05-04 01:26:06,0.019138,430.74,33.91,430.84,31.542,430.38,34.885,406.24,13.859,81.425,0.62724,0.13878
2005-05-04 03:26:13,0.016002,424.14,33.078,421.92,33.505,422.72,34.843,406.36,24.496,83.742,0.52319,0.1139
2005-05-04 05:26:18,0.014886,402.79,28.697,405.27,30.081,402.42,31.412,398.11,20.911,82.354,0.61042,0.13858
2005-05-04 07:26:24,0.021636,394.33,25.641,397.83,27.624,391.21,29.856,384.54,28.169,81.121,0.57062,0.15204
2005-05-04 09:26:28,0.026103,387.34,25.544,391.93,25.972,386.35,24.176,392.48,20.093,72.554,0.62637,0.16531
2005-05-04 11:26:33,0.033436,380.41,21.467,376.13,24.316,378.83,21.081,377.16,22.394,59.681,0.46833,0.16317
2005-05-04 13:26:40,0.018343,378.66,25.678,380.3,24.898,377.58,27.37,373.97,26.605,66.301,0.50445,0.17658
2005-05-04 15:26:45,0.018999,375.31,26.353,371.81,28.684,370.71,29.175,365.41,21.217,65.434,0.53949,0.27222
2005-05-04 17:26:50,0.02497,366.05,23.002,361.68,21.485,363.49,25.071,354.35,23.568,63.046,0.53441,0.3139
2005-05-04 19:26:55,0.028584,367.25,24.596,359.57,27.841,362.92,24.299,360.19,18.196,56.68,0.42472,0.25152
2005-05-04 21:27:00,0.026435,358.13,25.271,361.57,28.913,352.61,22.868,341.47,24.451,73.58,0.57486,0.30864
2005-05-04 23:27:05,0.031682,351.15,25.179,351.35,26.651,346.03,22.822,334.83,14.916,65.826,0.54564,0.28558
2005-05-05 01:27:12,0.05358,352.67,18.087,352.5,18.088,350.63,16.077,344.62,10.6,56.703,0.49949,0.30654
2005-05-05 03:27:17,0.11551,358.31,20.805,355.01,19.967,353.58,18.202,353.2,16.943,65.017,0.47165,0.31884
2005-05-05 05:27:23,0.11584,356.61,25.622,352.39,25.51,350.15,23.495,352.65,25.31,72.861,0.50782,0.18254
2005-05-05 07:27:27,0.097962,358.89,23.335,358.44,24.791,352.55,21.3,353.3,17.923,81.076,0.58584,0.17943
2005-05-05 09:27:32,0.10456,364.15,19.5,362.12,19.057,362.42,17.6,358.83,19.104,69.023,0.54695,0.13828
2005-05-05 11:27:38,0.14743,357.67,19.155,357.89,18.727,357.03,17.728,351.76,14.809,68.186,0.55738,0.14838
2005-05-05 13:27:44,0.14136,348.52,17.176,348.74,15.196,347.1,13.806,341.05,16.581,71.561,0.54667,0.16319
2005-05-05 15:27:49,0.083364,346.46,13.761,346.55,10.069,347.14,7.7672,340.9,9.1306,30.1,0.27804,0.12899
2005-05-05 17:27:55,0.11747,351.7,15.235,350.31,15.827,348.77,13.365,342.15,7.1333,67.882,0.4597,0.15846
2005-05-05 19:27:59,0.14034,353.77,13.379,352.11,18.541,351.18,12.897,349.17,9.9184,90.98,0.66358,0.14755
2005-05-05 21:28:04,0.10565,344.35,15.261,343.3,12.722,345.47,12.717,340.06,9.0695,43.754,0.31742,0.17111
2005-05-05 23:28:11,0.088454,343.48,17.028,343.21,20.078,342.97,17.424,336.22,18.063,43.273,0.39768,0.14597
2005-05-06 01:28:16,0.072091,343.07,17.766,342.81,18.196,349.71,21.264,335.39,32.661,118.02,0.75814,0.050636
2005-05-06 03:28:22,0.05014,358.99,22.177,370.7,25.335,362.35,25.349,362.64,7.748,106.0,0.68833,0.1277
2005-05-06 05:28:26,0.046252,366.75,17.637,369.43,22.465,365.48,18.239,364.24,19.497,96.198,0.7328,0.1241
2005-05-06 07:28:31,0.053518,366.97,17.125,369.14,22.027,366.44,19.581,360.64,18.146,89.295,0.58678,0.11333
2005-05-06 09:28:37,0.068354,362.68,14.907,364.38,19.529,362.16,13.368,360.05,19.289,73.528,0.53329,0.086232
2005-05-06 11:28:43,0.12495,373.57,20.75,373.41,22.06,373.26,18.836,373.53,19.683,94.489,0.62935,0.080291
2005-05-06 13:28:48,0.18874,377.59,19.721,374.81,14.382,375.06,16.722,377.62,20.297,78.201,0.53537,0.096731
2005-05-06 15:28:54,0.41213,382.82,26.288,384.71,28.233,384.67,27.641,383.4,28.101,105.52,0.68121,0.14382
2005-05-06 17:28:58,0.31234,398.31,26.527,400.77,28.113,400.07,28.797,400.94,22.879,113.5,0.65503,0.16995
2005-05-06 19:29:03,0.42528,397.41,28.582,399.0,31.281,397.48,29.5,394.8,22.849,94.404,0.60975,0.13104
2005-05-06 21:29:09,0.39022,399.02,28.965,403.21,33.692,399.55,31.641,398.45,24.547,103.72,0.62283,0.098875
2005-05-06 23:29:15,0.43627,406.63,31.024,408.64,35.925,409.38,35.129,407.89,29.583,108.8,0.6656,0.10234
2005-05-07 01:29:20,0.47438,402.55,31.86,406.66,37.458,404.88,36.035,401.76,30.502,114.81,0.66023,0.12619
2005-05-07 03:29:26,0.35037,390.48,28.481,392.89,34.333,393.2,32.086,392.87,25.217,104.04,0.59586,0.13113
2005-05-07 05:29:30,0.33473,374.68,25.046,384.34,30.399,379.26,27.564,380.6,19.157,100.66,0.59342,0.1631
2005-05-07 07:29:36,0.2689,370.68,22.502,374.61,24.74,374.23,25.139,373.78,20.605,103.71,0.6283,0.14917
2005-05-07 09:29:42,0.29472,369.91,22.005,369.75,24.113,371.71,23.426,373.49,20.122,106.53,0.67175,0.13743
2005-05-07 11:29:47,0.3077,372.21,21.957,374.48,23.816,375.23,23.531,377.81,17.531,102.47,0.61616,0.14561
2005-05-07 13:29:53,0.32661,360.81,22.467,360.29,23.953,363.24,24.011,363.03,19.692,101.07,0.70082,0.16632
2005-05-07 15:29:57,0.27896,353.15,21.247,353.36,21.058,352.86,21.598,351.04,16.921,93.475,0.55448,0.19852
2005-05-07 17:30:02,0.20761,385.63,29.035,392.32,19.63,391.28,18.642,382.57,18.804,27.893,0.30942,0.23976
2005-05-07 19:30:08,0.41004,396.07,29.866,386.78,20.766,383.81,18.876,376.89,18.883,46.803,0.31932,0.23972
2005-05-07 21:30:14,0.74475,444.01,39.923,442.53,40.347,442.47,39.622,428.08,41.802,93.986,0.64305,0.11329
2005-05-07 23:30:19,0.37756,582.74,60.663,580.43,61.682,577.01,60.756,571.2,66.222,89.873,0.70167,0.092204
2005-05-08 01:30:25,0.25168,550.17,60.783,554.88,61.994,546.85,58.654,546.45,60.717,92.795,0.64917,0.094153
2005-05-08 03:30:29,0.20075,484.04,47.29,483.66,49.375,483.96,46.899,468.41,54.316,110.27,0.67596,0.095351
2005-05-08 05:30:34,0.21804,472.42,41.626,475.64,45.894,466.38,43.028,467.69,42.363,94.506,0.59693,0.13839
2005-05-08 07:30:40,0.34595,605.57,75.032,613.76,78.869,604.91,74.365,597.74,72.485,86.262,0.6383,0.091158
2005-05-08 09:30:46,0.33586,792.64,86.686,793.7,88.686,787.54,83.201,792.68,85.503,79.946,0.62343,0.10185
2005-05-08 11:30:51,0.35226,845.9,82.471,846.84,89.173,833.14,84.725,833.53,79.952,72.212,0.67708,0.09029
2005-05-08 13:30:57,0.4221,759.7,75.138,750.55,83.88,741.23,76.484,746.21,80.443,65.725,0.6358,0.081681
2005-05-08 15:31:01,0.3608,717.31,69.665,713.21,76.514,708.58,69.964,692.65,70.272,72.861,0.65359,0.10829
2005-05-08 17:31:06,0.25918,745.06,50.635,746.35,52.626,741.38,48.608,741.26,50.033,76.905,0.64742,0.098209
2005-05-08 19:31:12,0.14007,731.05,47.986,732.42,52.63,729.19,52.32,732.81,62.227,87.011,0.68973,0.070605
2005-05-08 21:31:18,0.10158,704.69,49.652,712.28,56.742,706.77,55.692,714.01,62.261,92.259,0.6673,0.061203
2005-05-08 23:31:24,0.070245,664.15,47.09,678.72,63.948,668.71,60.127,733.79,61.333,86.557,0.73126,0.081598
2005-05-09 01:31:28,0.055013,674.33,44.385,689.58,55.433,682.41,54.85,705.84,61.947,71.744,0.68984,0.1221
2005-05-09 03:31:33,0.07126,677.53,34.614,687.77,39.215,682.49,38.326,650.45,61.828,60.165,0.55918,0.10272
2005-05-09 05:31:39,0.072099,669.08,44.642,685.09,48.83,676.55,50.64,697.73,49.045,73.873,0.702,0.1198
2005-05-09 07:31:45,0.081616,665.84,59.81,669.6,58.451,666.7,55.775,688.24,55.197,55.644,0.59544,0.16979
2005-05-09 09:31:50,0.084106,649.67,52.288,653.82,51.119,654.6,49.345,664.69,42.919,64.742,0.63987,0.17143
2005-05-09 11:31:56,0.097937,641.54,49.64,642.58,49.794,643.69,46.548,649.99,49.145,64.194,0.61243,0.17943
2005-05-09 13:32:00,0.13694,633.79,44.592,634.7,50.867,634.89,45.472,644.04,49.5,73.769,0.58761,0.14692
2005-05-09 15:32:05,0.15974,629.8,50.798,639.17,57.051,636.88,53.655,659.9,36.504,76.974,0.61327,0.14261
2005-05-09 17:32:11,0.11238,608.46,49.751,623.65,57.03,622.76,55.551,641.41,30.595,70.388,0.59681,0.14729
2005-05-09 19:32:17,0.13365,606.04,47.074,626.06,53.553,621.93,50.31,639.31,32.827,79.466,0.59714,0.18764
2005-05-09 21:32:23,0.13501,593.35,48.949,610.77,53.007,608.49,50.016,628.01,29.967,75.87,0.54446,0.17845
2005-05-09 23:32:28,0.13073,577.87,45.166,604.84,52.908,599.37,48.848,604.18,29.5,76.126,0.53036,0.16555
2005-05-10 01:32:34,0.1375,568.48,48.318,591.36,52.321,587.4,48.774,602.48,32.387,91.947,0.60953,0.14203
2005-05-10 03:32:40,0.10586,566.82,45.616,591.2,56.238,585.39,45.222,602.39,29.492,106.51,0.5706,0.20081
2005-05-10 05:32:46,0.1093,566.67,46.199,583.44,51.36,579.67,41.752,577.48,25.297,120.38,0.61997,0.18177
2005-05-10 07:32:51,0.13328,568.86,42.451,588.59,41.597,580.93,38.707,584.3,37.454,110.08,0.60763,0.1658
2005-05-10 09:32:57,0.10889,559.01,42.432,563.96,48.264,561.5,38.027,584.03,33.017,110.09,0.61038,0.17794
2005-05-10 11:33:02,0.093449,542.93,40.354,557.33,47.297,554.34,43.903,551.16,35.536,102.84,0.53527,0.19397
2005-05-10 13:33:09,0.082367,532.83,38.285,557.47,40.973,555.52,40.029,543.93,30.496,91.801,0.56111,0.19068
2005-05-10 15:33:14,0.088323,527.12,37.371,548.62,48.282,545.76,41.346,535.99,21.741,94.094,0.59382,0.21037
2005-05-10 17:33:20,0.091568,520.24,34.648,538.11,39.978,535.72,38.784,530.05,29.291,97.59,0.64497,0.2446
2005-05-10 19:33:25,0.11915,515.05,35.169,531.91,38.582,527.68,35.203,519.06,27.477,86.841,0.60863,0.19566
2005-05-10 21:33:32,0.12335,509.11,36.987,521.56,38.663,519.6,38.056,508.06,34.391,105.64,0.65038,0.19411
2005-05-10 23:33:38,0.12708,509.87,35.379,512.68,40.631,518.22,36.161,511.03,18.646,103.87,0.5559,0.16368
2005-05-11 01:33:43,0.11783,504.72,38.552,516.34,38.81,511.11,37.237,514.69,32.652,104.83,0.58967,0.2222
2005-05-11 03:33:48,0.15732,502.07,35.852,509.84,41.283,506.4,34.822,509.43,24.352,118.76,0.60289,0.17048
2005-05-11 05:33:55,0.16838,504.13,32.359,505.33,34.985,505.72,30.958,501.74,23.79,125.97,0.65502,0.1799
2005-05-11 07:34:01,0.18776,494.29,36.168,495.52,38.84,497.37,37.133,495.17,35.767,119.36,0.67001,0.18067
2005-05-11 09:34:05,0.19433,490.57,37.711,494.19,44.688,492.19,39.198,492.82,37.909,126.9,0.70149,0.21093
2005-05-11 11:34:11,0.20497,495.53,36.981,497.72,42.195,495.79,39.182,495.39,38.154,127.36,0.72579,0.17629
2005-05-11 13:34:18,0.24286,500.82,36.862,501.27,40.711,498.51,39.13,506.08,25.88,127.68,0.6889,0.18318
2005-05-11 15:34:24,0.30847,478.22,32.965,478.59,38.316,478.14,35.061,469.46,30.973,136.98,0.73288,0.15496
2005-05-11 17:34:28,0.29675,475.58,33.317,475.03,34.715,475.49,34.361,470.96,38.04,139.41,0.65805,0.17805
2005-05-11 19:34:34,0.22753,479.47,34.416,476.62,36.155,474.54,34.744,474.43,40.698,137.22,0.78172,0.18648
2005-05-11 21:34:41,0.18173,484.8,38.152,483.59,42.7,479.69,39.68,454.59,35.691,124.99,0.68725,0.21128
2005-05-11 23:34:46,0.1488,496.29,43.055,501.03,46.563,495.22,41.116,495.98,39.326,102.08,0.60146,0.24041
2005-05-12 01:34:52,0.14671,499.76,42.938,499.95,47.121,497.71,43.238,488.9,52.271,97.667,0.58775,0.25417
2005-05-12 03:34:57,0.14226,497.74,42.94,500.54,48.25,497.34,44.584,504.49,40.28,109.63,0.64544,0.28189
2005-05-12 05:35:04,0.17768,503.06,42.662,507.12,44.362,502.01,44.206,499.86,39.657,110.12,0.60038,0.22889
2005-05-12 07:35:09,0.2079,506.23,40.263,507.68,44.614,506.56,42.926,499.69,43.374,121.19,0.62603,0.21671
2005-05-12 09:35:15,0.262,515.05,34.327,514.84,38.457,516.16,37.672,518.11,32.536,132.23,0.70597,0.24639
2005-05-12 11:35:20,0.3118,509.64,39.562,510.28,43.383,510.82,39.829,508.55,39.643,149.08,0.66792,0.23999
2005-05-12 13:35:26,0.33716,524.62,36.661,530.11,41.631,526.02,38.747,527.21,34.781,157.27,0.70225,0.22258
2005-05-12 15:35:32,0.2171,523.05,38.216,523.31,39.818,526.98,39.83,528.03,38.432,150.08,0.71689,0.23376
2005-05-12 17:35:38,0.20218,528.76,38.966,534.71,38.044,531.98,38.884,533.04,33.41,156.77,0.70836,0.19073
2005-05-12 19:35:43,0.14636,518.26,35.026,513.45,37.427,520.45,34.156,527.53,28.81,162.08,0.74305,0.27841
2005-05-12 21:35:48,0.17111,545.27,37.6,543.12,39.654,544.89,38.15,557.0,36.195,145.5,0.6922,0.24599
2005-05-12 23:35:55,0.15755,557.42,36.412,555.9,31.084,553.69,35.019,560.98,37.269,124.79,0.64218,0.27961
2005-05-13 01:36:01,0.1392,535.93,33.826,534.88,38.819,530.18,36.402,529.28,38.227,163.85,0.69593,0.24995
2005-05-13 03:36:06,0.10314,529.27,39.036,536.35,44.107,528.27,40.023,532.05,34.64,95.424,0.56491,0.37602
2005-05-13 05:36:11,0.080556,521.86,37.839,522.31,34.991,520.12,39.631,519.8,28.526,93.196,0.59702,0.27154
2005-05-13 07:36:17,0.049679,527.92,44.695,526.89,44.94,528.38,44.677,531.0,48.227,84.012,0.66033,0.20257
2005-05-13 09:36:24,0.025035,552.14,43.452,549.44,51.527,551.62,40.607,549.23,39.552,75.566,0.63241,0.18546
2005-05-13 11:36:29,0.065417,562.42,32.928,557.1,35.424,560.42,33.48,560.86,30.607,85.672,0.57024,0.18947
2005-05-13 13:36:34,0.093782,559.76,31.934,553.07,20.61,553.78,19.292,548.28,16.035,43.27,0.38439,0.2782
2005-05-13 15:36:40,0.053657,587.66,37.875,585.51,36.9,582.76,37.699,590.24,36.237,119.83,0.79161,0.097218
2005-05-13 17:36:47,0.037961,542.46,44.194,544.06,53.255,541.48,45.756,569.83,40.323,123.04,0.62448,0.12122
2005-05-13 19:36:52,0.030874,539.58,43.888,529.79,43.047,543.95,48.429,584.17,52.295,99.71,0.7178,0.1773
2005-05-13 21:36:57,0.026356,554.55,53.525,561.69,44.905,561.52,49.764,578.17,42.367,77.74,0.61767,0.26955
2005-05-13 23:37:03,0.018695,556.92,48.955,548.56,52.281,563.51,45.181,583.32,38.649,79.814,0.63454,0.22898
2005-05-14 01:37:09,0.02852,554.53,50.261,550.92,46.725,553.21,44.744,550.29,51.748,78.653,0.67895,0.21825
2005-05-14 03:37:15,0.021558,551.79,46.099,570.93,53.12,548.91,44.65,577.7,48.688,92.546,0.58284,0.23651
2005-05-14 05:37:20,0.015676,557.46,44.835,544.9,44.072,557.21,45.11,547.78,55.703,88.497,0.62518,0.24808
2005-05-14 07:37:25,0.022857,542.71,37.761,527.61,40.712,545.25,36.14,535.75,32.395,84.69,0.56228,0.22811
2005-05-14 09:37:31,0.023948,520.11,44.737,512.24,48.571,517.43,44.715,527.97,38.298,74.55,0.62756,0.2185
2005-05-14 11:37:38,0.014852,496.68,43.942,489.7,33.169,501.7,44.652,537.13,27.006,67.362,0.64184,0.12237
2005-05-14 13:37:43,0.026825,468.53,43.909,475.2,46.949,468.04,43.499,465.38,49.213,71.444,0.5897,0.13938
2005-05-14 15:37:48,0.030473,459.37,33.78,458.29,38.315,460.83,34.526,451.24,28.604,66.385,0.61629,0.13699
2005-05-14 17:37:54,0.023437,451.54,35.064,449.59,37.06,454.99,34.257,434.3,31.89,62.73,0.62221,0.14359
2005-05-14 19:38:01,0.035825,457.25,39.496,463.44,41.064,458.17,43.011,441.74,39.404,75.274,0.65065,0.14584
2005-05-14 21:38:06,0.026951,453.57,40.756,456.4,37.757,456.37,41.245,453.52,40.587,75.927,0.67117,0.13293
2005-05-14 23:38:11,0.042117,462.16,38.883,459.93,44.411,461.48,40.114,468.55,35.041,70.714,0.65963,0.12576
2005-05-15 01:38:17,0.21284,892.59,96.256,885.99,83.32,876.5,103.14,870.81,106.28,60.219,0.77173,0.084877
2005-05-15 03:38:24,0.26706,873.17,96.451,875.13,91.807,862.23,102.46,867.82,108.74,60.713,0.66613,0.093526
2005-05-15 05:38:29,0.32811,871.13,88.205,902.67,82.253,927.86,88.568,923.32,99.057,109.84,0.81822,0.48538
2005-05-15 07:38:34,0.24506,831.05,99.333,892.67,78.433,906.85,89.136,919.6,97.647,129.36,0.50766,0.61233
2005-05-15 09:38:40,0.072362,884.54,96.174,908.52,89.312,915.06,87.718,925.18,86.955,128.4,0.46402,0.8037
2005-05-15 11:38:45,0.031448,900.17,49.192,922.71,46.288,915.96,61.108,902.17,78.821,72.234,0.24509,0.64632
2005-05-15 13:38:52,0.056898,869.71,47.992,875.8,68.263,886.61,47.983,848.91,101.7,145.52,0.44432,0.98394
2005-05-15 15:38:57,0.019601,845.3,61.659,855.14,32.137,844.1,34.821,855.14,58.549,19.26,0.21245,0.64815
2005-05-15 17:39:03,0.029062,775.93,34.454,787.95,28.763,788.79,25.606,763.86,48.686,50.283,0.21598,0.88201
2005-05-15 19:39:08,0.070572,768.05,39.907,753.31,40.81,760.62,43.372,771.81,49.371,142.31,0.56051,0.5517
2005-05-15 21:39:15,0.04974,729.45,38.36,723.22,40.888,722.68,39.401,731.68,47.064,160.7,0.45957,0.56333
2005-05-15 23:39:21,0.061371,725.83,48.425,708.71,54.31,734.49,72.564,752.44,61.518,210.63,0.61034,0.46704
2005-05-16 01:39:26,0.040952,699.51,26.267,684.92,32.129,685.32,48.208,712.27,55.636,222.65,0.65938,0.64631
2005-05-16 05:39:38,0.026648,677.34,22.712,667.02,20.056,664.93,20.319,640.68,31.016,90.83,0.24047,1.0543
2005-05-16 09:39:48,0.015441,642.84,15.507,624.62,34.509,633.42,23.306,632.73,0.0,59.325,0.24993,0.53026
2005-05-16 11:39:54,0.025171,607.94,33.631,602.37,40.078,596.71,44.828,577.72,46.992,123.45,0.58979,0.48494
2005-05-16 13:40:01,0.047949,601.39,52.406,596.01,50.625,602.33,54.291,614.06,53.99,165.95,0.66396,0.37327
2005-05-16 15:40:06,0.017457,573.87,13.468,566.73,18.509,570.95,18.886,565.07,37.245,70.212,0.61527,0.44309
2005-05-16 17:40:12,0.014372,557.66,12.32,558.28,17.341,555.1,14.474,545.91,28.413,56.315,0.34488,0.40046
2005-05-16 21:40:24,0.011463,555.4,25.22,556.99,22.799,543.29,25.285,556.99,23.915,125.14,0.49823,0.73819
2005-05-16 23:40:29,0.012419,583.69,27.239,584.66,26.096,578.29,32.924,578.88,42.964,129.79,0.79795,0.70539
2005-05-17 01:40:35,0.026434,583.68,36.887,572.1,46.642,576.02,43.821,601.62,53.421,129.7,0.68869,0.5163
2005-05-17 03:40:40,0.02563,564.45,41.702,563.4,39.438,570.43,42.914,578.46,57.498,111.52,0.60495,0.46211
2005-05-17 05:40:45,0.017939,524.65,30.611,505.91,35.824,523.71,35.73,542.46,26.739,120.11,0.73262,0.4919
2005-05-17 07:40:52,0.019049,491.88,24.286,497.7,28.111,497.35,25.714,514.4,69.686,138.0,0.77148,0.56217
2005-05-17 09:40:58,0.030189,538.73,45.089,546.01,51.505,543.75,48.61,596.32,58.292,149.91,0.80881,0.38487
2005-05-17 11:41:02,0.039528,532.3,46.79,538.2,45.282,539.62,47.822,616.06,37.599,176.28,0.79176,0.51691
2005-05-17 19:41:26,0.054772,488.82,38.659,459.81,39.143,493.55,38.624,492.39,64.312,276.23,0.61879,0.41472
2005-05-18 09:42:12,0.086367,534.79,23.598,537.31,26.038,537.7,30.344,540.29,31.409,157.71,0.57867,0.15235
2005-05-18 11:42:17,0.15845,522.19,21.093,520.81,24.336,519.22,25.199,527.55,29.233,173.71,0.68796,0.20198
2005-05-18 13:42:23,0.14724,494.64,23.45,499.22,18.614,494.81,26.891,492.79,31.364,192.34,0.75684,0.29164
2005-05-18 15:42:28,0.06016,458.79,31.252,486.13,39.884,470.43,34.095,453.02,43.659,248.57,0.77955,0.33148
2005-05-18 19:42:40,0.059025,527.0,55.789,523.37,44.034,527.72,43.546,537.15,34.903,206.54,0.73539,0.14596
2005-05-19 01:42:56,0.072516,538.15,41.681,541.09,41.925,542.11,37.838,546.24,30.589,121.49,0.64476,0.13517
2005-05-19 03:43:03,0.18411,565.11,34.705,566.95,34.263,569.28,34.228,575.73,26.552,95.225,0.559,0.18675
2005-05-19 05:43:09,0.15561,552.87,30.378,554.57,29.116,555.21,29.771,559.45,27.642,110.76,0.55479,0.19972
2005-05-19 07:43:14,0.10821,533.31,27.965,529.84,29.611,534.07,26.883,544.71,24.778,126.71,0.62301,0.12859
2005-05-19 09:43:19,0.049838,508.05,31.959,510.18,31.03,511.64,30.418,507.77,30.477,108.29,0.6415,0.1273
2005-05-19 11:43:26,0.041339,480.11,23.383,480.8,23.833,483.23,24.149,479.36,19.682,76.253,0.5701,0.20675
2005-05-19 13:43:31,0.034614,463.45,24.088,467.51,25.199,467.1,24.738,463.24,25.934,95.898,0.70417,0.18643
2005-05-19 15:43:37,0.053737,451.12,22.277,448.11,22.998,452.7,22.397,452.5,21.314,101.84,0.71111,0.12836
2005-05-19 17:43:42,0.10475,454.43,22.503,452.24,22.574,453.02,24.053,439.9,20.444,119.14,0.71872,0.11716
2005-05-19 19:43:47,0.15211,452.72,24.736,450.2,25.857,449.11,25.942,447.12,23.168,151.58,0.79793,0.10068
2005-05-19 21:43:54,0.12348,450.81,22.373,443.18,25.074,447.79,24.256,440.02,21.028,143.91,0.66986,0.10281
2005-05-19 23:44:00,0.14232,447.32,23.087,444.01,24.888,446.64,22.526,440.91,19.341,133.23,0.67681,0.12157
2005-05-20 01:44:04,0.12798,452.38,26.833,453.18,18.99,454.58,18.071,449.94,18.223,41.933,0.4262,0.11137
